"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"2491","대규모점포","08_25_01_P","3130000","2012313011807500002","2012-04-17","","01","영업/정상","1","정상영업","","","","","02-337-8541","158.07","","서울특별시 마포구 연남동 573번지 코오롱아파트","서울특별시 마포구 연남로 30 (연남동, 코오롱하늘채아파트)","03989","홈플러스익스프레스 연남점","2021-06-16 11:39:04","U","2021-06-18 02:40:00","그 밖의 대규모점포","192899.605749281","451360.660991625","준대규모점포",
"2492","대규모점포","08_25_01_P","3130000","2014313011807500001","2009-05-29","","01","영업/정상","1","정상영업","","","","","7065602","0","","","서울특별시 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)","121-916","롯데프리미엄푸드마켓 공덕점","2022-05-10 17:25:44","U","2022-05-12 02:40:00","구분없음","195564.375757848","449186.933273231","준대규모점포",
"2493","대규모점포","08_25_01_P","3130000","2008313011807500001","2008-03-31","","01","영업/정상","1","정상영업","","","","","02)333-3666","6884.25","121-200","서울특별시 마포구 동교동 166번지 14호","서울특별시 마포구 양화로 176 (동교동)","","스타피카소 아울렛","2008-04-03 18:10:02","I","2018-08-31 23:59:59","전문점","193282.130799848","450549.280167182","",
"2494","대규모점포","08_25_01_P","3130000","1977313009907500009","1977-07-15","","01","영업/정상","1","정상영업","","","","","712-0687","1689","","서울특별시 마포구 공덕동 256번지 5호 마포시장","서울특별시 마포구 마포대로6길 16, 마포시장 (공덕동)","04214","마포시장","2020-06-22 09:32:40","U","2020-06-24 02:40:00","시장","195804.563731799","449216.311329217","대규모점포",
"2495","대규모점포","08_25_01_P","3130000","2014313011807500002","2008-08-12","","01","영업/정상","1","정상영업","","","","","701-5604","414.5","","","서울특별시 마포구 큰우물로 3 (대흥동)","121-811","롯데슈퍼 대흥점","2022-05-10 17:12:56","U","2022-05-12 02:40:00","구분없음","194648.759340948","449239.314703653","준대규모점포",
"2496","대규모점포","08_25_01_P","3130000","2010313011807500001","2010-12-23","","01","영업/정상","1","정상영업","","","","","3809414","5687.96","121-802","서울특별시 마포구 공덕동 173번지 대우월드마크마포","서울특별시 마포구 백범로 212 (신공덕동)","121-030","(주)이마트 마포점","2021-08-23 09:43:23","U","2021-08-25 02:40:00","대형마트","195808.904523588","448910.741283532","대규모점포",
"2497","대규모점포","08_25_01_P","3130000","2010313011807500002","2010-12-23","","01","영업/정상","1","정상영업","","","","","2197-1234","5687.96","121-852","서울특별시 마포구 신공덕동 173번지","서울특별시 마포구  백범로  212 (신공덕동)","121-852","(주)이마트 마포점","2020-04-29 13:50:50","U","2020-05-01 02:40:00","대형마트","195808.904523588","448910.741283532","대규모점포",
"2498","대규모점포","08_25_01_P","3130000","2011313011807500001","2011-01-06","","01","영업/정상","1","정상영업","","","","","34598000","14201","","서울특별시 마포구 서교동 490번지 1호","서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)","04036","홈플러스 합정점","2021-06-16 11:42:10","U","2021-06-18 02:40:00","대형마트","192311.642580307","449855.643910445","대규모점포",
"2499","대규모점포","08_25_01_P","3130000","2009313011807500006","1974-06-05","","01","영업/정상","1","정상영업","","","","","325-9559","0","121-865","서울특별시 마포구 연남동 227번지 15호","서울특별시 마포구 성미산로 198 (연남동)","","동진시장","2009-07-30 16:02:08","I","2018-08-31 23:59:59","시장","193456.606360958","451125.467333415","",
"2500","대규모점포","08_25_01_P","3130000","2003313009907500001","2003-05-21","","01","영업/정상","1","정상영업","","","","","02-312-2080","17687.3","","서울특별시 마포구 성산동 515호 월드컵경기장내","서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장내)","","홈플러스(주)월드컵점","2021-08-23 09:41:57","U","2021-08-25 02:40:00","대형마트","","","대규모점포",
"2501","대규모점포","08_25_01_P","3130000","2009313011807500001","1974-04-14","","01","영업/정상","1","정상영업","","","","","712-0076","750","121-803","서울특별시 마포구 공덕동 256번지 10호","서울특별시 마포구 만리재로 19 (공덕동)","","공덕시장","2019-05-07 10:40:20","U","2019-05-09 02:40:00","시장","195810.079475465","449173.775965909","대규모점포",
"2502","대규모점포","08_25_01_P","3130000","2009313011807500002","1970-07-29","","01","영업/정상","1","정상영업","","","","","334-2425","0","121-897","서울특별시 마포구 합정동 375번지 1호","서울특별시 마포구 양화진길 5 (합정동)","","합정시장","2009-07-30 15:52:09","I","2018-08-31 23:59:59","시장","192257.393762526","449554.484192321","",
"2503","대규모점포","08_25_01_P","3130000","2016313018007500001","2011-12-06","","01","영업/정상","1","정상영업","","","","","02-701-8544","230.7","","","서울특별시 마포구 토정로 282 (용강동)","04163","홈플러스익스프레스 용강점","2021-11-17 09:31:51","U","2021-11-19 02:40:00","구분없음","","","준대규모점포",
"2504","대규모점포","08_25_01_P","3130000","2009313011807500008","1994-05-10","","01","영업/정상","1","정상영업","","","","","320-2511","6592.35","","서울특별시 마포구 노고산동 57번지 1호","서울특별시 마포구  신촌로  94 (노고산동)","","정도진흥기업(주)","2020-09-30 17:15:44","U","2020-10-02 02:40:00","그 밖의 대규모점포","194273.598098938","450318.724130121","대규모점포",
"2505","대규모점포","08_25_01_P","3130000","2009313011807500009","1974-05-28","","01","영업/정상","1","정상영업","","","","","334-3133","0","121-827","서울특별시 마포구 망원2동 480번지 1호","","","성산시장","2009-07-30 16:41:14","I","2018-08-31 23:59:59","시장","","","",
"2506","대규모점포","08_25_01_P","3130000","2009313011807500003","1972-06-22","","01","영업/정상","1","정상영업","","","","","335-4527","0","121-839","서울특별시 마포구 서교동 485번지 14호","서울특별시 마포구 동교로12길 21 (서교동)","","영진시장","2009-07-30 15:54:42","I","2018-08-31 23:59:59","시장","192214.380853693","450136.910982644","",
"2507","대규모점포","08_25_01_P","3130000","2009313011807500004","1972-09-13","","01","영업/정상","1","정상영업","","","","","717-1324","1092.16","121-856","서울특별시 마포구 신수동 288번지 1호","서울특별시 마포구 토정로17길 17 (신수동)","","신수시장","2019-07-05 09:38:42","U","2019-07-07 02:40:00","시장","194236.734674521","449243.162717684","대규모점포",
"2508","대규모점포","08_25_01_P","3130000","2009313011807500010","2009-11-12","","01","영업/정상","1","정상영업","","","","","334-6949","3060.29","121-827","서울특별시 마포구 망원2동 517번지","서울특별시 마포구 월드컵로25길 26 (망원동)","","성산프라자(마포영화블렌하임)","2020-04-22 13:40:11","U","2020-04-24 02:40:00","그 밖의 대규모점포","191651.529315787","450694.803472189","대규모점포",
"2509","대규모점포","08_25_01_P","3130000","2011313011807500002","2011-07-29","","01","영업/정상","1","정상영업","","","","","02-517-7885","22471.9","121-818","서울특별시 마포구 동교동 166번지 15호","서울특별시 마포구 양화로 176 (동교동)","","YZ Park 홍대점","2020-03-30 14:19:59","U","2020-04-01 02:40:00","전문점","193296.791432042","450562.931242819","대규모점포",
"2510","대규모점포","08_25_01_P","3130000","2011313011807500003","2011-12-12","","01","영업/정상","1","정상영업","","","","","02-3272-8544","377.72","","서울특별시 마포구 도화동 353번지","서울특별시 마포구 도화4길 73 (도화동, 현대홈타운)","04180","홈플러스익스프레스 도화점","2021-09-24 11:23:54","U","2021-09-26 02:40:00","그 밖의 대규모점포","195669.217619713","448393.658663222","준대규모점포",
"2511","대규모점포","08_25_01_P","3130000","2009313011807500005","1972-07-19","","01","영업/정상","1","정상영업","","","","","3141-2502","0","121-838","서울특별시 마포구 서교동 357번지 1호","서울특별시 마포구 홍익로3길 20 (서교동)","","서교시장","2009-07-30 16:41:40","I","2018-08-31 23:59:59","시장","193009.20810189","450142.186927747","",
"2512","대규모점포","08_25_01_P","3130000","2001313007907500002","1998-07-18","","01","영업/정상","1","정상영업","","","","","300-5062","12337.24","","서울특별시 마포구 성산동 533번지 1호","서울특별시 마포구 월드컵로 235 (성산동)","","마포농수산물시장","2020-04-22 15:19:17","U","2020-04-24 02:40:00","시장","190931.000875925","451427.722144609","대규모점포",
"2513","대규모점포","08_25_01_P","3130000","2007313011807500001","2007-05-07","","01","영업/정상","1","정상영업","","","","2007-05-07","3141-5262","3992","121-190","서울특별시 마포구 창전동 442번지","서울특별시 마포구 창전로 45 (창전동)","","마포종합시장(서강한화오벨리스크)","2020-04-22 13:38:55","U","2020-04-24 02:40:00","그 밖의 대규모점포","193905.437192262","449372.496499689","대규모점포",
"2514","대규모점포","08_25_01_P","3160000","1993316007107500003","1993-05-27","","01","영업/정상","1","정상영업","","","","","0226198068","","","서울특별시 구로구 고척동 269번지 1   호","","","개봉프라자","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"2515","대규모점포","08_25_01_P","3160000","1994316007107500024","1994-03-30","","01","영업/정상","1","정상영업","","","","","02 6346460","","","서울특별시 구로구 구로동 614번지 33  호","","","라이프공구종합상가","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"2516","대규모점포","08_25_01_P","3160000","1971316007107500001","1971-10-19","","01","영업/정상","1","정상영업","","","","","02 6170617","","","서울특별시 구로구 고척동 50번지 48  호","","","고척시장","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"2517","대규모점포","08_25_01_P","3160000","1972316007107500005","1972-01-21","","01","영업/정상","1","정상영업","","","","","02 8551036","","","서울특별시 구로구 구로동 169번지 2   호","","","배영설비(주)","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"2518","대규모점포","08_25_01_P","3160000","1976316007107500001","1976-08-06","","01","영업/정상","1","정상영업","","","","","02 6136162","","","서울특별시 구로구 개봉동 324번지 1   호","","","개봉중앙시장","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"2519","대규모점포","08_25_01_P","3160000","1976316007107500002","1976-12-28","","01","영업/정상","1","정상영업","","","","","0226172661","","","서울특별시 구로구 개봉동 361번지 1   호","","","개봉제일시장","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"2520","대규모점포","08_25_01_P","3160000","1986316007107500015","1986-11-01","","01","영업/정상","1","정상영업","","","","","02 2681-1133","10705","","서울특별시 구로구 고척동 103번지 4호","서울특별시 구로구 중앙로3길 50 (고척동, 고척산업용품종합상가)","08225","고척산업용품상가","2019-04-02 20:36:54","U","2019-04-04 02:40:00","그 밖의 대규모점포","187619.596959162","444186.923109714","대규모점포",
"2521","대규모점포","08_25_01_P","3160000","1989316007107500020","1989-03-20","","01","영업/정상","1","정상영업","","","","","02 8613891","","","서울특별시 구로구 구로동 685번지 140호","서울특별시 구로구 구일로10길 93 (구로동)","","사모아종합상가","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","189052.101789082","443748.279289935","",
"2522","대규모점포","08_25_01_P","3160000","1996316007107500001","1996-06-27","","01","영업/정상","1","정상영업","","","","","0226330081","","","서울특별시 구로구 구로동 604번지 1   호","","","서울구로기계공구상가","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
"2523","대규모점포","08_25_01_P","3160000","1998316007107500001","1998-01-14","","01","영업/정상","1","정상영업","","","","","0226310460","","","서울특별시 구로구 구로동 636번지 62  호","","","공구상가일번지","2007-07-07 09:54:17","I","2018-08-31 23:59:59","그 밖의 대규모점포","","","",
